Country / territory of asylum/residence,Origin,Year,Value
United States of America,Sri Lanka,2003,7
United States of America,Sudan,2003,2140
United States of America,Syrian Arab Rep.,2003,3
United States of America,Tajikistan,2003,13
United States of America,Thailand,2003,2
United States of America,The former Yugoslav Rep. of Macedonia,2003,13
United States of America,Togo,2003,39
United States of America,Turkmenistan,2003,4
United States of America,Uganda,2003,1
United States of America,Ukraine,2003,5065
United States of America,Uzbekistan,2003,166
United States of America,Various/unknown,2003,1827
United States of America,Viet Nam,2003,1472
United States of America,Yemen,2003,1
United States of America,Zambia,2003,1
Australia,Afghanistan,2004,968
Australia,Burundi,2004,288
Australia,Côte d'Ivoire,2004,77
Australia,China,2004,20
Australia,Congo,2004,316
Australia,Croatia,2004,16
Australia,Dem. Rep. of the Congo,2004,13
Australia,Egypt,2004,500
Australia,Eritrea,2004,75
Australia,Ethiopia,2004,415
Australia,Ghana,2004,24
Australia,Guinea,2004,84
Australia,Indonesia,2004,545
Australia,Iran (Islamic Rep. of),2004,661
Australia,Iraq,2004,1558
Australia,Jordan,2004,11
Australia,Kenya,2004,569
Australia,Lao People's Dem. Rep.,2004,47
Australia,Lebanon,2004,73
Australia,Liberia,2004,657
Australia,Malawi,2004,27
Australia,Myanmar,2004,100
Australia,Pakistan,2004,44
Australia,Rwanda,2004,87
Australia,Serbia and Kosovo: S/RES/1244 (1999),2004,267
Australia,Sierra Leone,2004,673
Australia,Somalia,2004,143
Australia,Sri Lanka,2004,17
Australia,Sudan,2004,6937
Australia,Syrian Arab Rep.,2004,27
Australia,Thailand,2004,67
Australia,Timor-Leste,2004,94
Australia,Turkey,2004,18
Australia,Uganda,2004,194
Australia,United Rep. of Tanzania,2004,144
Australia,Various/unknown,2004,211
Brazil,Colombia,2004,71
Brazil,Ecuador,2004,3
Brazil,Palestinian,2004,1
Canada,Afghanistan,2004,2116
Canada,Angola,2004,10
Canada,Azerbaijan,2004,24
Canada,Bosnia and Herzegovina,2004,11
Canada,Burundi,2004,219
Canada,China,2004,21
Canada,Colombia,2004,1517
Canada,Congo,2004,55
Canada,Croatia,2004,13
Canada,Dem. Rep. of the Congo,2004,531
Canada,Egypt,2004,85
Canada,Eritrea,2004,279
Canada,Ethiopia,2004,785
Canada,India,2004,32
Canada,Indonesia,2004,106
Canada,Iran (Islamic Rep. of),2004,510
Canada,Iraq,2004,721
Canada,Israel,2004,16
Canada,Kyrgyzstan,2004,81
Canada,Liberia,2004,383
Canada,Myanmar,2004,125
Canada,Pakistan,2004,156
Canada,Russian Federation,2004,104
Canada,Rwanda,2004,148
Canada,Serbia and Kosovo: S/RES/1244 (1999),2004,51
Canada,Sierra Leone,2004,280
Canada,Somalia,2004,563
Canada,Sri Lanka,2004,46
Canada,Sudan,2004,1305
Canada,Syrian Arab Rep.,2004,10
Canada,Togo,2004,33
Canada,Uganda,2004,11
Canada,Uzbekistan,2004,25
Canada,Various/unknown,2004,149
Chile,Colombia,2004,26
Denmark,Afghanistan,2004,8
Denmark,Angola,2004,1
Denmark,Burundi,2004,12
Denmark,Cameroon,2004,1
Denmark,China,2004,8
Denmark,Colombia,2004,3
Denmark,Dem. Rep. of the Congo,2004,129
Denmark,Eritrea,2004,28
Denmark,Ethiopia,2004,16
Denmark,Indonesia,2004,73
Denmark,Iran (Islamic Rep. of),2004,10
Denmark,Iraq,2004,1
Denmark,Liberia,2004,14
Denmark,Myanmar,2004,157
Denmark,Pakistan,2004,2
Denmark,Russian Federation,2004,4
Denmark,Rwanda,2004,8
Denmark,Somalia,2004,6
Denmark,Sri Lanka,2004,7
Denmark,Sudan,2004,16
Denmark,Togo,2004,3
Denmark,Uganda,2004,1
El Salvador,Colombia,2004,1
Finland,Afghanistan,2004,215
Finland,Cambodia,2004,27
Finland,Iran (Islamic Rep. of),2004,138
Finland,Iraq,2004,10
Finland,Somalia,2004,17
Finland,Sudan,2004,294
Finland,Various/unknown,2004,34
Guatemala,El Salvador,2004,1
Ireland,Ethiopia,2004,1
Ireland,Iran (Islamic Rep. of),2004,22
Ireland,Russian Federation,2004,20
Ireland,Somalia,2004,10
Ireland,Sudan,2004,5
Ireland,Togo,2004,5
Jordan,Iraq,2004,4
Jordan,Stateless,2004,5
Mexico,Colombia,2004,2
Mexico,Dem. Rep. of the Congo,2004,8
Mexico,Guatemala,2004,1
Netherlands,Afghanistan,2004,7
Netherlands,Burundi,2004,11
Netherlands,China,2004,5
Netherlands,Colombia,2004,17
Netherlands,Congo,2004,3
Netherlands,Dem. Rep. of the Congo,2004,126
Netherlands,Eritrea,2004,9
Netherlands,Ethiopia,2004,13
Netherlands,Guinea,2004,1
Netherlands,Indonesia,2004,3
Netherlands,Iran (Islamic Rep. of),2004,1
Netherlands,Iraq,2004,4
Netherlands,Liberia,2004,6
Netherlands,Russian Federation,2004,24
Netherlands,Rwanda,2004,5
Netherlands,Serbia and Kosovo: S/RES/1244 (1999),2004,3
Netherlands,Sierra Leone,2004,8
Netherlands,Somalia,2004,15
Netherlands,Stateless,2004,1
Netherlands,Sudan,2004,35
Netherlands,Syrian Arab Rep.,2004,7
Netherlands,Turkey,2004,1
Netherlands,Turkmenistan,2004,7
Netherlands,Uzbekistan,2004,4
Netherlands,Viet Nam,2004,7
New Zealand,Afghanistan,2004,592
New Zealand,Bangladesh,2004,1
New Zealand,Burundi,2004,9
New Zealand,Dem. Rep. of the Congo,2004,5
New Zealand,Eritrea,2004,12
New Zealand,Ethiopia,2004,42
New Zealand,Iran (Islamic Rep. of),2004,23
New Zealand,Iraq,2004,30
New Zealand,Kuwait,2004,8
New Zealand,Myanmar,2004,7
New Zealand,Pakistan,2004,1
New Zealand,Palestinian,2004,8
New Zealand,Rwanda,2004,4
New Zealand,Somalia,2004,42
New Zealand,Sudan,2004,38
New Zealand,Syrian Arab Rep.,2004,3
Norway,Afghanistan,2004,1
Norway,Azerbaijan,2004,1
Norway,Burundi,2004,8
Norway,Côte d'Ivoire,2004,7
Norway,Cambodia,2004,14
Norway,Congo,2004,5
Norway,Dem. Rep. of the Congo,2004,26
Norway,Egypt,2004,4
Norway,Eritrea,2004,1
Norway,Ethiopia,2004,5
Norway,Indonesia,2004,5
Norway,Iran (Islamic Rep. of),2004,62
Norway,Iraq,2004,2
Norway,Lao People's Dem. Rep.,2004,2
Norway,Liberia,2004,377
Norway,Malaysia,2004,4
Norway,Myanmar,2004,256
Norway,Russian Federation,2004,5
Norway,Rwanda,2004,7
Norway,Sierra Leone,2004,4
Norway,Sri Lanka,2004,2
Norway,Stateless,2004,3
Norway,Sudan,2004,28
Norway,Syrian Arab Rep.,2004,6
Norway,Thailand,2004,1
Norway,Turkey,2004,2
Norway,Turkmenistan,2004,4
Sweden,Afghanistan,2004,314
Sweden,Albania,2004,2
Sweden,Angola,2004,1
Sweden,Azerbaijan,2004,5
Sweden,Bhutan,2004,1
Sweden,Bosnia and Herzegovina,2004,1
Sweden,Burundi,2004,8
Sweden,Central African Rep.,2004,8
Sweden,China,2004,12
Sweden,Colombia,2004,138
Sweden,Congo,2004,8
Sweden,Cuba,2004,1
Sweden,Dem. Rep. of the Congo,2004,18
Sweden,Equatorial Guinea,2004,3
Sweden,Eritrea,2004,19
Sweden,Ethiopia,2004,13
Sweden,Georgia,2004,7
Sweden,Indonesia,2004,2
Sweden,Iran (Islamic Rep. of),2004,629
Sweden,Iraq,2004,33
Sweden,Lao People's Dem. Rep.,2004,1
Sweden,Lebanon,2004,4
Sweden,Liberia,2004,37
Sweden,Malaysia,2004,2
Sweden,Myanmar,2004,128
Sweden,Nigeria,2004,4
Sweden,Peru,2004,4
Sweden,Philippines,2004,4
Sweden,Russian Federation,2004,162
Sweden,Rwanda,2004,20
Sweden,Saudi Arabia,2004,1
Sweden,Serbia and Kosovo: S/RES/1244 (1999),2004,1
Sweden,Sierra Leone,2004,36
Sweden,Somalia,2004,40
Sweden,Sri Lanka,2004,7
Sweden,Stateless,2004,4
Sweden,Sudan,2004,75
Sweden,Syrian Arab Rep.,2004,7
Sweden,Thailand,2004,2
Sweden,Turkey,2004,12
Sweden,Turkmenistan,2004,13
Sweden,Ukraine,2004,2
Sweden,United States of America,2004,1
Sweden,Viet Nam,2004,10
Sweden,Yemen,2004,1
United Kingdom of Great Britain and Northern Ireland,Various/unknown,2004,150
United States of America,Afghanistan,2004,959
United States of America,Albania,2004,2
United States of America,Algeria,2004,1
United States of America,Angola,2004,20
United States of America,Armenia,2004,88
United States of America,Azerbaijan,2004,407
United States of America,Belarus,2004,659
United States of America,Bosnia and Herzegovina,2004,244
United States of America,Burundi,2004,276
United States of America,Cambodia,2004,3
United States of America,Cameroon,2004,1
United States of America,Central African Rep.,2004,24
United States of America,Chad,2004,4
United States of America,China,2004,3
United States of America,Colombia,2004,577
United States of America,Congo,2004,73
United States of America,Costa Rica,2004,1
United States of America,Croatia,2004,92
United States of America,Cuba,2004,2958
United States of America,Dem. Rep. of the Congo,2004,569
United States of America,Djibouti,2004,6
United States of America,Ecuador,2004,2
United States of America,Egypt,2004,3
United States of America,Eritrea,2004,128
United States of America,Estonia,2004,27
United States of America,Ethiopia,2004,2710
United States of America,Gambia,2004,3
United States of America,Georgia,2004,33
United States of America,Ghana,2004,1
United States of America,Haiti,2004,17
United States of America,India,2004,1
United States of America,Indonesia,2004,5
United States of America,Iran (Islamic Rep. of),2004,1787
United States of America,Iraq,2004,66
United States of America,Israel,2004,1
United States of America,Kazakhstan,2004,312
United States of America,Kuwait,2004,14
United States of America,Kyrgyzstan,2004,100
United States of America,Lao People's Dem. Rep.,2004,6005
United States of America,Latvia,2004,52
United States of America,Lebanon,2004,2
United States of America,Liberia,2004,7140
United States of America,Lithuania,2004,13
United States of America,Myanmar,2004,1056
United States of America,Nepal,2004,1
United States of America,Nigeria,2004,34
United States of America,Pakistan,2004,11
United States of America,Rep. of Moldova,2004,1711
United States of America,Russian Federation,2004,1446
United States of America,Rwanda,2004,176
United States of America,Serbia and Kosovo: S/RES/1244 (1999),2004,151
United States of America,Sierra Leone,2004,1084
United States of America,Somalia,2004,13331
United States of America,Sri Lanka,2004,1
United States of America,Sudan,2004,3500
United States of America,Tajikistan,2004,2
United States of America,Togo,2004,35
United States of America,Turkmenistan,2004,7
United States of America,Uganda,2004,8
United States of America,Ukraine,2004,3482
United States of America,Uzbekistan,2004,426
United States of America,Viet Nam,2004,1007
United States of America,Yemen,2004,8
United States of America,Zambia,2004,2
Argentina,Colombia,2005,34
Australia,Afghanistan,2005,1464
Australia,Algeria,2005,2
Australia,Austria,2005,2
Australia,Bosnia and Herzegovina,2005,1
Australia,Burundi,2005,395
Australia,Côte d'Ivoire,2005,81
Australia,Cambodia,2005,9
Australia,Chad,2005,1
Australia,China,2005,100
Australia,Colombia,2005,10
Australia,Congo,2005,99
Australia,Croatia,2005,3
Australia,Dem. Rep. of the Congo,2005,138
Australia,Egypt,2005,278
Australia,Eritrea,2005,122
Australia,Ethiopia,2005,203
Australia,Fiji,2005,1
Australia,French Polynesia,2005,1
Australia,Ghana,2005,38
Australia,Guinea,2005,156
Australia,India,2005,8
Australia,Indonesia,2005,16
Australia,Iran (Islamic Rep. of),2005,349
Australia,Iraq,2005,1845
Australia,Jordan,2005,22
Australia,Kenya,2005,292
Australia,Kuwait,2005,27
Australia,Lao People's Dem. Rep.,2005,6
Australia,Lebanon,2005,37
Australia,Liberia,2005,664
Australia,Malawi,2005,10
Australia,Malaysia,2005,1
Australia,Mauritania,2005,2
Australia,Myanmar,2005,439
Australia,Namibia,2005,7
Australia,Nigeria,2005,2
Australia,Pakistan,2005,16
Australia,Palestinian,2005,4
Australia,Philippines,2005,1
Australia,Rwanda,2005,48
Australia,Saudi Arabia,2005,5
Australia,Serbia and Kosovo: S/RES/1244 (1999),2005,41
Australia,Sierra Leone,2005,472
Australia,Somalia,2005,141
Australia,South Africa,2005,1
Australia,Sri Lanka,2005,1
Australia,Stateless,2005,1
Australia,Sudan,2005,3380
Australia,Syrian Arab Rep.,2005,39
Australia,Thailand,2005,128
Australia,Timor-Leste,2005,30
Australia,Togo,2005,1
Australia,Turkey,2005,11
Australia,Uganda,2005,136
Australia,United Rep. of Tanzania,2005,339
Australia,Various/unknown,2005,12
Australia,Viet Nam,2005,3
Australia,Yemen,2005,1
Australia,Zambia,2005,2
Australia,Zimbabwe,2005,10
Brazil,Colombia,2005,73
Brazil,Ecuador,2005,4
Canada,Afghanistan,2005,2808
Canada,Albania,2005,3
Canada,Angola,2005,8
Canada,Armenia,2005,3
Canada,Australia,2005,1
Canada,Azerbaijan,2005,60
Canada,Bangladesh,2005,1
Canada,Belarus,2005,1
Canada,Bosnia and Herzegovina,2005,8
Canada,Burkina Faso,2005,1
Canada,Burundi,2005,277
Canada,Côte d'Ivoire,2005,6
Canada,Cameroon,2005,11
Canada,Central African Rep.,2005,14
Canada,Chad,2005,7
Canada,China,2005,19
Canada,Colombia,2005,1649
Canada,Congo,2005,47
Canada,Croatia,2005,1
Canada,Cuba,2005,6
Canada,Dem. Rep. of the Congo,2005,482
Canada,Ecuador,2005,5
Canada,Egypt,2005,17
Canada,Eritrea,2005,298
Canada,Ethiopia,2005,784
Canada,Gabon,2005,1
Canada,Georgia,2005,24
Canada,Ghana,2005,1
Canada,Guinea,2005,1
Canada,Haiti,2005,12
Canada,India,2005,19
Canada,Indonesia,2005,46
Canada,Iran (Islamic Rep. of),2005,260
Canada,Iraq,2005,517
Canada,Israel,2005,6
Canada,Jamaica,2005,4
Canada,Jordan,2005,6
Canada,Kazakhstan,2005,10
Canada,Kenya,2005,3
Canada,Kyrgyzstan,2005,31
Canada,Lebanon,2005,6
Canada,Liberia,2005,533
Canada,Libya,2005,1
Canada,Malawi,2005,1
Canada,Malaysia,2005,8
Canada,Mauritania,2005,14
Canada,Myanmar,2005,90
Canada,Nepal,2005,2
Canada,Pakistan,2005,121
Canada,Palestinian,2005,1
Canada,Poland,2005,1
Canada,Rep. of Moldova,2005,1
Canada,Russian Federation,2005,95
Canada,Rwanda,2005,136
Canada,Senegal,2005,2
Canada,Serbia and Kosovo: S/RES/1244 (1999),2005,44
Canada,Sierra Leone,2005,105
Canada,Somalia,2005,485
Canada,Sri Lanka,2005,26
Canada,Stateless,2005,35
Canada,Sudan,2005,916
Canada,Syrian Arab Rep.,2005,6
Canada,Tajikistan,2005,68
Canada,Togo,2005,1
Canada,Turkey,2005,3
Canada,Turkmenistan,2005,29
Canada,Uganda,2005,17
Canada,Ukraine,2005,10
Canada,United Kingdom of Great Britain and Northern Ireland,2005,2
Canada,United Rep. of Tanzania,2005,1
Canada,United States of America,2005,1
Canada,Uzbekistan,2005,104
Canada,Various/unknown,2005,1
Canada,Venezuela (Bolivarian Republic of),2005,8
Canada,Viet Nam,2005,57
Canada,Yemen,2005,8
Canada,Zambia,2005,1
Canada,Zimbabwe,2005,2
Chile,Colombia,2005,46
Denmark,Afghanistan,2005,7
Denmark,Burundi,2005,4
Denmark,Côte d'Ivoire,2005,1
Denmark,Chad,2005,6
Denmark,Congo,2005,4
Denmark,Dem. Rep. of the Congo,2005,75
Denmark,Eritrea,2005,1
Denmark,Ethiopia,2005,2
Denmark,Indonesia,2005,72
Denmark,Iran (Islamic Rep. of),2005,116
Denmark,Iraq,2005,3
Denmark,Liberia,2005,2
Denmark,Myanmar,2005,133
Denmark,Pakistan,2005,5
Denmark,Sudan,2005,48
Denmark,Tunisia,2005,1
Denmark,Uganda,2005,3
Finland,Afghanistan,2005,168
Finland,Iran (Islamic Rep. of),2005,115
Finland,Myanmar,2005,72
Finland,Sudan,2005,235
Finland,Various/unknown,2005,106
Finland,Viet Nam,2005,70
Iceland,Colombia,2005,24
Iceland,Serbia and Kosovo: S/RES/1244 (1999),2005,7
Ireland,Cuba,2005,1
Ireland,Dem. Rep. of the Congo,2005,7
Ireland,Iran (Islamic Rep. of),2005,46
Ireland,Russian Federation,2005,42
Ireland,Rwanda,2005,11
Ireland,Somalia,2005,10
Mexico,Bangladesh,2005,2
Mexico,Dem. Rep. of the Congo,2005,19
Mexico,Haiti,2005,3
Mexico,Honduras,2005,5
Netherlands,Afghanistan,2005,4
Netherlands,Burundi,2005,80
Netherlands,Côte d'Ivoire,2005,3
Netherlands,Cameroon,2005,1
Netherlands,Central African Rep.,2005,1
Netherlands,Chad,2005,1
Netherlands,China,2005,2
Netherlands,Colombia,2005,94
Netherlands,Dem. Rep. of the Congo,2005,17
Netherlands,Eritrea,2005,7
Netherlands,Ethiopia,2005,4
Netherlands,Iran (Islamic Rep. of),2005,13
Netherlands,Liberia,2005,90
Netherlands,Morocco,2005,3
Netherlands,Myanmar,2005,1
Netherlands,Nepal,2005,2
Netherlands,Russian Federation,2005,1
Netherlands,Rwanda,2005,11
Netherlands,Sierra Leone,2005,6
Netherlands,Somalia,2005,29
Netherlands,Sri Lanka,2005,8
Netherlands,Stateless,2005,9
Netherlands,Sudan,2005,13
Netherlands,Uzbekistan,2005,19
New Zealand,Afghanistan,2005,147
New Zealand,Burundi,2005,93
New Zealand,China,2005,1
New Zealand,Dem. Rep. of the Congo,2005,9
New Zealand,Djibouti,2005,32
New Zealand,Eritrea,2005,6
New Zealand,Ethiopia,2005,47
New Zealand,Iran (Islamic Rep. of),2005,122
New Zealand,Iraq,2005,119
New Zealand,Jordan,2005,1
New Zealand,Libya,2005,1
New Zealand,Myanmar,2005,2
New Zealand,Palestinian,2005,23
New Zealand,Russian Federation,2005,2
New Zealand,Rwanda,2005,4
New Zealand,Somalia,2005,28
New Zealand,Sri Lanka,2005,2
New Zealand,Sudan,2005,90
New Zealand,Uganda,2005,6
New Zealand,Yemen,2005,6
Norway,Afghanistan,2005,1
Norway,Algeria,2005,1
Norway,Angola,2005,1
Norway,Benin,2005,3
Norway,Burundi,2005,59
Norway,Cambodia,2005,17
Norway,China,2005,5
Norway,Colombia,2005,5
Norway,Congo,2005,18
Norway,Dem. Rep. of the Congo,2005,259
Norway,Eritrea,2005,1
Norway,Ethiopia,2005,27
Norway,Ghana,2005,2
Norway,India,2005,3
Norway,Iran (Islamic Rep. of),2005,4
Norway,Liberia,2005,3
Norway,Myanmar,2005,274
Norway,Pakistan,2005,4
Norway,Russian Federation,2005,8
Norway,Rwanda,2005,10
Norway,Senegal,2005,1
Norway,Sudan,2005,22
Norway,Thailand,2005,4
Norway,Turkmenistan,2005,2
Norway,Uganda,2005,1
Norway,Uzbekistan,2005,6
Norway,Zambia,2005,6
Norway,Zimbabwe,2005,2
Sweden,Afghanistan,2005,183
Sweden,Algeria,2005,7
Sweden,Bhutan,2005,1
Sweden,Bosnia and Herzegovina,2005,3
Sweden,Burundi,2005,2
Sweden,Côte d'Ivoire,2005,5
Sweden,Cambodia,2005,7
Sweden,Central African Rep.,2005,10
Sweden,China,2005,20
Sweden,Colombia,2005,314
Sweden,Congo,2005,9
Sweden,Costa Rica,2005,17
Sweden,Cuba,2005,1
Sweden,Dem. Rep. of the Congo,2005,16
Sweden,Ecuador,2005,7
Sweden,Equatorial Guinea,2005,10
Sweden,Eritrea,2005,20
Sweden,Ethiopia,2005,3
Sweden,Iran (Islamic Rep. of),2005,9
Sweden,Iraq,2005,64
Sweden,Lebanon,2005,7
Sweden,Liberia,2005,5
Sweden,Myanmar,2005,408
Sweden,Pakistan,2005,7
Sweden,Peru,2005,2
Sweden,Philippines,2005,1
Sweden,Russian Federation,2005,7
Sweden,Rwanda,2005,4
Sweden,Somalia,2005,14
Sweden,Sri Lanka,2005,5
Sweden,Stateless,2005,2
Sweden,Sudan,2005,27
Sweden,Syrian Arab Rep.,2005,6
Sweden,Tunisia,2005,8
Sweden,Turkey,2005,2
Sweden,Uzbekistan,2005,46
Sweden,Yemen,2005,4
United Kingdom of Great Britain and Northern Ireland,Various/unknown,2005,175
United States of America,Afghanistan,2005,902
United States of America,Algeria,2005,1
United States of America,Angola,2005,21
United States of America,Armenia,2005,86
United States of America,Azerbaijan,2005,299
United States of America,Belarus,2005,445
United States of America,Bosnia and Herzegovina,2005,61
United States of America,Burundi,2005,214
United States of America,Côte d'Ivoire,2005,5
United States of America,Cambodia,2005,9
United States of America,Cameroon,2005,6
United States of America,China,2005,13
United States of America,Colombia,2005,323
United States of America,Congo,2005,43
United States of America,Croatia,2005,39
United States of America,Cuba,2005,6361
United States of America,Dem. Rep. of the Congo,2005,424
United States of America,Ecuador,2005,8
United States of America,Equatorial Guinea,2005,25
United States of America,Eritrea,2005,329
United States of America,Estonia,2005,17
United States of America,Ethiopia,2005,1665
United States of America,Georgia,2005,11
United States of America,Germany,2005,1
United States of America,Ghana,2005,1
United States of America,Haiti,2005,8
United States of America,India,2005,1
United States of America,Indonesia,2005,6
United States of America,Iran (Islamic Rep. of),2005,1856
United States of America,Iraq,2005,198
United States of America,Israel,2005,2
United States of America,Kazakhstan,2005,80
United States of America,Kenya,2005,1
United States of America,Kyrgyzstan,2005,38
United States of America,Lao People's Dem. Rep.,2005,8517
United States of America,Latvia,2005,25
United States of America,Liberia,2005,4289
United States of America,Lithuania,2005,9
United States of America,Madagascar,2005,1
United States of America,Mauritania,2005,3
United States of America,Myanmar,2005,1447
United States of America,Namibia,2005,4
United States of America,Nigeria,2005,11
United States of America,Pakistan,2005,9
United States of America,Rep. of Moldova,2005,1016
United States of America,Russian Federation,2005,5982
United States of America,Rwanda,2005,183
United States of America,Senegal,2005,1
United States of America,Serbia and Kosovo: S/RES/1244 (1999),2005,40
United States of America,Sierra Leone,2005,829
United States of America,Somalia,2005,10405
United States of America,Sudan,2005,2205
United States of America,Syrian Arab Rep.,2005,7
United States of America,Tajikistan,2005,6
United States of America,Togo,2005,72
United States of America,Turkmenistan,2005,1
United States of America,Uganda,2005,10
United States of America,Ukraine,2005,2889
United States of America,Uzbekistan,2005,271
United States of America,Viet Nam,2005,2079
United States of America,Yemen,2005,1
United States of America,Zimbabwe,2005,2
Argentina,Colombia,2006,19
Australia,Afghanistan,2006,2048
Australia,Burundi,2006,727
Australia,Côte d'Ivoire,2006,9
Australia,Chad,2006,6
Australia,China,2006,26
Australia,Colombia,2006,2
Australia,Congo,2006,100
Australia,Dem. Rep. of the Congo,2006,534
Australia,Egypt,2006,25
Australia,Eritrea,2006,240
Australia,Ethiopia,2006,226
Australia,Ghana,2006,4
Australia,Guinea,2006,7
Australia,India,2006,3
Australia,Indonesia,2006,1
Australia,Iran (Islamic Rep. of),2006,186
Australia,Iraq,2006,1961
Australia,Jordan,2006,8
Australia,Kenya,2006,12
Australia,Kuwait,2006,34
Australia,Lao People's Dem. Rep.,2006,6
Australia,Liberia,2006,710
Australia,Malaysia,2006,1
Australia,Myanmar,2006,1754
Australia,Nepal,2006,6
Australia,Nigeria,2006,6
Australia,Pakistan,2006,17
Australia,Russian Federation,2006,8
Australia,Rwanda,2006,127
Australia,Saudi Arabia,2006,12
Australia,Serbia and Kosovo: S/RES/1244 (1999),2006,38
Australia,Sierra Leone,2006,581
Australia,Somalia,2006,178
Australia,Sri Lanka,2006,31
Australia,Sudan,2006,3663
Australia,Swaziland,2006,1
Australia,Syrian Arab Rep.,2006,17
Australia,Thailand,2006,28
Australia,Tibetan,2006,15
Australia,Togo,2006,11
Australia,Turkey,2006,5
Australia,Uganda,2006,22
Australia,United Kingdom of Great Britain and Northern Ireland,2006,5
Australia,United Rep. of Tanzania,2006,25
Australia,Uzbekistan,2006,5
Australia,Yemen,2006,1
Australia,Zimbabwe,2006,7
Brazil,Colombia,2006,50
Brazil,Ecuador,2006,2
Canada,Afghanistan,2006,2277
Canada,Algeria,2006,3
Canada,Angola,2006,16
Canada,Argentina,2006,1
Canada,Azerbaijan,2006,12
Canada,Belarus,2006,1
Canada,Benin,2006,1
Canada,Bhutan,2006,9
Canada,Bosnia and Herzegovina,2006,7
Canada,Brazil,2006,1
Canada,Burundi,2006,208
Canada,Côte d'Ivoire,2006,4
Canada,Cameroon,2006,5
Canada,Central African Rep.,2006,6
Canada,Chad,2006,10
Canada,China,2006,27
Canada,Colombia,2006,1929
Canada,Congo,2006,32
Canada,Costa Rica,2006,2
Canada,Cuba,2006,4
Canada,Dem. Rep. of the Congo,2006,561
Canada,Djibouti,2006,1
Canada,Ecuador,2006,5
Canada,Egypt,2006,6
Canada,Eritrea,2006,371
Canada,Ethiopia,2006,1049
Canada,France,2006,1
Canada,Gambia,2006,7
Canada,Georgia,2006,2
Canada,Ghana,2006,3
Canada,Guatemala,2006,2
Canada,Guinea,2006,1
Canada,Haiti,2006,21
Canada,India,2006,18
Canada,Indonesia,2006,10
Canada,Iran (Islamic Rep. of),2006,407
Canada,Iraq,2006,361
Canada,Jordan,2006,3
Canada,Kenya,2006,2
Canada,Kyrgyzstan,2006,12
Canada,Lebanon,2006,3
Canada,Liberia,2006,298
Canada,Malaysia,2006,3
Canada,Mali,2006,1
Canada,Mauritania,2006,43
Canada,Myanmar,2006,806
Canada,Nepal,2006,4
Canada,Nigeria,2006,9
Canada,Pakistan,2006,139
Canada,Palestinian,2006,7
Canada,Philippines,2006,3
Canada,Russian Federation,2006,129
Canada,Rwanda,2006,121
Canada,Saudi Arabia,2006,2
Canada,Serbia and Kosovo: S/RES/1244 (1999),2006,61
Canada,Sierra Leone,2006,87
Canada,Somalia,2006,480
Canada,Sri Lanka,2006,55
Canada,Stateless,2006,71
Canada,Sudan,2006,692
Canada,Syrian Arab Rep.,2006,21
Canada,Tajikistan,2006,29
Canada,Thailand,2006,3
Canada,Togo,2006,3
Canada,Tunisia,2006,7
Canada,Turkey,2006,3
Canada,Turkmenistan,2006,10
Canada,Uganda,2006,19
Canada,Ukraine,2006,9
Canada,United Rep. of Tanzania,2006,9
Canada,United States of America,2006,1
Canada,Uzbekistan,2006,66
Canada,Venezuela (Bolivarian Republic of),2006,2
Canada,Viet Nam,2006,44
Canada,Yemen,2006,1
Canada,Zambia,2006,3
Canada,Zimbabwe,2006,9
Chile,Colombia,2006,44
Denmark,Afghanistan,2006,1
Denmark,Burundi,2006,35
Denmark,Chad,2006,1
Denmark,Colombia,2006,4
Denmark,Dem. Rep. of the Congo,2006,231
Denmark,Ethiopia,2006,1
Denmark,Iran (Islamic Rep. of),2006,33
Denmark,Iraq,2006,1
Denmark,Myanmar,2006,162
Denmark,Nepal,2006,2
Denmark,Russian Federation,2006,1
Denmark,Rwanda,2006,8
Denmark,Sierra Leone,2006,5
Denmark,Somalia,2006,5
Denmark,Sudan,2006,28
Denmark,Tunisia,2006,1
Denmark,Uzbekistan,2006,11
Finland,Afghanistan,2006,155
Finland,Dem. Rep. of the Congo,2006,44
Finland,Iran (Islamic Rep. of),2006,119
Finland,Myanmar,2006,206
Finland,Various/unknown,2006,23
Ireland,Dem. Rep. of the Congo,2006,11
Ireland,Eritrea,2006,2
Ireland,Iran (Islamic Rep. of),2006,180
Ireland,Sri Lanka,2006,5
Netherlands,Albania,2006,1
Netherlands,Angola,2006,4
Netherlands,Azerbaijan,2006,1
Netherlands,Bhutan,2006,3
Netherlands,Burundi,2006,3
Netherlands,Cambodia,2006,14
Netherlands,Central African Rep.,2006,1
Netherlands,China,2006,2
Netherlands,Colombia,2006,7
Netherlands,Dem. Rep. of the Congo,2006,49
Netherlands,Eritrea,2006,12
Netherlands,Ethiopia,2006,94
Netherlands,Iran (Islamic Rep. of),2006,8
Netherlands,Iraq,2006,1
Netherlands,Lebanon,2006,3
Netherlands,Liberia,2006,26
Netherlands,Myanmar,2006,170
Netherlands,Nepal,2006,20
Netherlands,Russian Federation,2006,7
Netherlands,Sierra Leone,2006,7
Netherlands,Somalia,2006,19
Netherlands,Sudan,2006,34
Netherlands,Syrian Arab Rep.,2006,3
Netherlands,Togo,2006,1
Netherlands,Turkmenistan,2006,2
Netherlands,Uzbekistan,2006,5
New Zealand,Afghanistan,2006,37
New Zealand,Burundi,2006,2
New Zealand,China,2006,12
